description,amount,category,date,transaction_type,account_name,month,source
Mike's Construction Co.,9200.0,Office Supplies,2019-06-20,debit,Checking,2019-06,excel
Swiggy order payment - INR 28280 - Ref 987935,468.17,Miscellaneous,,,,,indian
Electronics purchase - INR 30753 - Ref 805632,102.18,Office Supplies,,,,,indian
Supermarket shopping - INR 24756 - Ref 810337,224.07,Office Supplies,,,,,indian
Uber ride payment - INR 37666 - Ref 724280,702.76,Travel,,,,,indian
Amazon online shopping - INR 22221 - Ref 335726,427.05,Office Supplies,,,,,indian
Gold bond investment - INR 13721 - Ref 272209,3723.57,Professional Fees,,,,,indian
Airport taxi fare - INR 26764 - Ref 361925,2924.91,Travel,,,,,indian
Electronics purchase - INR 47790 - Ref 959509,393.45,Office Supplies,,,,,indian
Swiggy order payment - INR 11989 - Ref 364089,381.69,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 43705 - Ref 689510,972.72,Miscellaneous,,,,,indian
Bike loan EMI - INR 2531 - Ref 360365,3686.53,Rent,,,,,indian
Metro card recharge - INR 906 - Ref 820349,769.75,Travel,,,,,indian
Airport taxi fare - INR 9901 - Ref 994395,1867.34,Travel,,,,,indian
Zomato food delivery - INR 10505 - Ref 697885,818.56,Miscellaneous,,,,,indian
Stock market investment - INR 37199 - Ref 353362,1278.28,Professional Fees,,,,,indian
Education loan EMI - INR 41500 - Ref 794145,2916.32,Rent,,,,,indian
Rapido bike ride - INR 4321 - Ref 518918,565.37,Travel,,,,,indian
Home loan EMI - INR 1250 - Ref 808327,2094.55,Rent,,,,,indian
Grocery food items - INR 46539 - Ref 892286,812.45,Miscellaneous,,,,,indian
Home loan EMI - INR 5731 - Ref 935762,1290.17,Rent,,,,,indian
Flight ticket booking - INR 32370 - Ref 851968,2213.02,Travel,,,,,indian
Dominos pizza order - INR 24121 - Ref 437866,395.32,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 44976 - Ref 195417,1776.72,Travel,,,,,indian
ETF purchase - INR 10785 - Ref 796806,357.93,Professional Fees,,,,,indian
Swiggy order payment - INR 15486 - Ref 425550,620.82,Miscellaneous,,,,,indian
Lifestyle store purchase - INR 546 - Ref 309301,344.78,Office Supplies,,,,,indian
Mall shopping payment - INR 37551 - Ref 944855,418.34,Office Supplies,,,,,indian
Hotel stay booking - INR 310 - Ref 169046,208.71,Travel,,,,,indian
Personal loan EMI - INR 33591 - Ref 720905,4064.21,Rent,,,,,indian
Consumer durable EMI - INR 41175 - Ref 395849,2884.88,Rent,,,,,indian
PPF contribution - INR 36823 - Ref 673060,2518.53,Professional Fees,,,,,indian
Uber ride payment - INR 10925 - Ref 227982,1278.93,Travel,,,,,indian
Fixed deposit investment - INR 40687 - Ref 174801,2140.04,Professional Fees,,,,,indian
Seafood Restaurant,131.1,Miscellaneous,2019-09-22,debit,Platinum Card,2019-09,excel
Mutual fund SIP - INR 27200 - Ref 152505,3282.77,Professional Fees,,,,,indian
eBay online order - INR 31851 - Ref 452794,67.17,Office Supplies,,,,,indian
KFC online order - INR 41460 - Ref 555481,109.57,Miscellaneous,,,,,indian
Supermarket shopping - INR 20864 - Ref 704369,112.7,Office Supplies,,,,,indian
Valero,40.71,Travel,2018-09-27,debit,Platinum Card,2018-09,excel
Fixed deposit investment - INR 7369 - Ref 517998,1585.44,Professional Fees,,,,,indian
Mobile EMI payment - INR 44420 - Ref 711741,3263.43,Rent,,,,,indian
Laptop EMI payment - INR 14572 - Ref 576168,3306.66,Rent,,,,,indian
Laptop EMI payment - INR 23771 - Ref 339972,2977.18,Rent,,,,,indian
Amazon online shopping - INR 15224 - Ref 113699,168.01,Office Supplies,,,,,indian
Mall shopping payment - INR 48388 - Ref 119796,236.02,Office Supplies,,,,,indian
Lifestyle store purchase - INR 23382 - Ref 963160,335.07,Office Supplies,,,,,indian
KFC online order - INR 9469 - Ref 954107,824.87,Miscellaneous,,,,,indian
Grocery food items - INR 8800 - Ref 126673,144.74,Miscellaneous,,,,,indian
Car loan EMI - INR 20537 - Ref 317418,2434.7,Rent,,,,,indian
PPF contribution - INR 30621 - Ref 750134,709.45,Professional Fees,,,,,indian
McDonald's meal payment - INR 42672 - Ref 694234,190.96,Miscellaneous,,,,,indian
Myntra fashion order - INR 39475 - Ref 857544,360.72,Office Supplies,,,,,indian
Laptop EMI payment - INR 20582 - Ref 564920,4852.99,Rent,,,,,indian
Zomato food delivery - INR 48824 - Ref 262478,160.71,Miscellaneous,,,,,indian
Fixed deposit investment - INR 11944 - Ref 714935,3411.09,Professional Fees,,,,,indian
Metro card recharge - INR 3051 - Ref 986468,1943.34,Travel,,,,,indian
Gold bond investment - INR 26091 - Ref 383303,346.7,Professional Fees,,,,,indian
Retail store shopping - INR 5965 - Ref 295571,413.58,Office Supplies,,,,,indian
Consumer durable EMI - INR 2898 - Ref 255817,2067.91,Rent,,,,,indian
Zomato food delivery - INR 18745 - Ref 642824,165.29,Miscellaneous,,,,,indian
eBay online order - INR 1714 - Ref 480282,140.19,Office Supplies,,,,,indian
Flight ticket booking - INR 405 - Ref 816151,2513.82,Travel,,,,,indian
Cafe coffee purchase - INR 33004 - Ref 304376,206.12,Miscellaneous,,,,,indian
Personal loan EMI - INR 8730 - Ref 246824,3010.29,Rent,,,,,indian
KFC online order - INR 26086 - Ref 620125,24.03,Miscellaneous,,,,,indian
Ola cab booking - INR 16901 - Ref 326365,830.34,Travel,,,,,indian
Consumer durable EMI - INR 32757 - Ref 516162,3465.37,Rent,,,,,indian
Credit card EMI - INR 19139 - Ref 535705,3521.19,Rent,,,,,indian
Grocery food items - INR 23987 - Ref 494956,603.29,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 2582 - Ref 316921,709.24,Miscellaneous,,,,,indian
NPS contribution - INR 40161 - Ref 603138,539.98,Professional Fees,,,,,indian
Pizza Place,32.91,Miscellaneous,2018-01-13,debit,Platinum Card,2018-01,excel
MakeMyTrip travel booking - INR 2953 - Ref 869316,2004.34,Travel,,,,,indian
Laptop EMI payment - INR 3963 - Ref 862331,4083.5,Rent,,,,,indian
NPS contribution - INR 19990 - Ref 693681,1489.1,Professional Fees,,,,,indian
Hotel stay booking - INR 22916 - Ref 424748,1657.58,Travel,,,,,indian
Credit card EMI - INR 3498 - Ref 143846,1134.31,Rent,,,,,indian
Grocery food items - INR 30303 - Ref 535588,486.2,Miscellaneous,,,,,indian
NPS contribution - INR 15634 - Ref 589149,1591.17,Professional Fees,,,,,indian
Myntra fashion order - INR 23137 - Ref 155237,335.98,Office Supplies,,,,,indian
Gold bond investment - INR 16634 - Ref 706261,1121.27,Professional Fees,,,,,indian
PPF contribution - INR 35167 - Ref 489279,294.76,Professional Fees,,,,,indian
Bus ticket purchase - INR 5613 - Ref 508637,128.68,Travel,,,,,indian
BP,33.8,Travel,2019-02-25,debit,Silver Card,2019-02,excel
Gold bond investment - INR 7369 - Ref 603587,1331.73,Professional Fees,,,,,indian
Ola cab booking - INR 19924 - Ref 170451,452.78,Travel,,,,,indian
Mutual fund SIP - INR 6941 - Ref 611994,1003.5,Professional Fees,,,,,indian
PPF contribution - INR 23172 - Ref 337306,611.14,Professional Fees,,,,,indian
Restaurant dine-in bill - INR 23308 - Ref 245914,865.34,Miscellaneous,,,,,indian
Metro card recharge - INR 34346 - Ref 232870,2535.51,Travel,,,,,indian
MakeMyTrip travel booking - INR 31588 - Ref 516065,1967.38,Travel,,,,,indian
Metro card recharge - INR 44872 - Ref 679027,2478.68,Travel,,,,,indian
McDonald's meal payment - INR 30571 - Ref 355058,545.15,Miscellaneous,,,,,indian
Lifestyle store purchase - INR 30542 - Ref 776295,131.52,Office Supplies,,,,,indian
Gold bond investment - INR 36951 - Ref 402936,4169.65,Professional Fees,,,,,indian
IRCTC train ticket - INR 34310 - Ref 714087,2058.23,Travel,,,,,indian
Ola cab booking - INR 20906 - Ref 208550,238.19,Travel,,,,,indian
Ajio clothing purchase - INR 31480 - Ref 206332,21.28,Office Supplies,,,,,indian
Amazon,11.11,Office Supplies,2018-01-01,debit,Platinum Card,2018-01,excel
Ajio clothing purchase - INR 2408 - Ref 253683,491.54,Office Supplies,,,,,indian
NPS contribution - INR 32309 - Ref 351996,2838.39,Professional Fees,,,,,indian
Credit Card Payment,360.56,Professional Fees,2019-09-11,credit,Silver Card,2019-09,excel
Restaurant dine-in bill - INR 27609 - Ref 295863,42.71,Miscellaneous,,,,,indian
Home loan EMI - INR 41707 - Ref 981938,1534.28,Rent,,,,,indian
MakeMyTrip travel booking - INR 38774 - Ref 757783,1129.16,Travel,,,,,indian
Consumer durable EMI - INR 33466 - Ref 588152,3941.72,Rent,,,,,indian
Stock market investment - INR 34477 - Ref 587632,407.92,Professional Fees,,,,,indian
Bakery purchase - INR 3130 - Ref 536940,654.4,Miscellaneous,,,,,indian
McDonald's meal payment - INR 21254 - Ref 115595,812.62,Miscellaneous,,,,,indian
Hotel stay booking - INR 19878 - Ref 163066,1850.48,Travel,,,,,indian
Home loan EMI - INR 5944 - Ref 675004,4529.82,Rent,,,,,indian
Car loan EMI - INR 5974 - Ref 440100,1950.32,Rent,,,,,indian
Uber ride payment - INR 39786 - Ref 756608,750.77,Travel,,,,,indian
Fixed deposit investment - INR 32468 - Ref 130029,4396.16,Professional Fees,,,,,indian
Gold bond investment - INR 33058 - Ref 781594,3346.44,Professional Fees,,,,,indian
NPS contribution - INR 31103 - Ref 137020,415.41,Professional Fees,,,,,indian
Appliance EMI - INR 33584 - Ref 919412,3403.35,Rent,,,,,indian
Education loan EMI - INR 46153 - Ref 240942,2440.5,Rent,,,,,indian
Credit Card Payment,1216.94,Professional Fees,2018-04-26,credit,Platinum Card,2018-04,excel
Flight ticket booking - INR 25394 - Ref 557655,1478.39,Travel,,,,,indian
Mobile EMI payment - INR 12534 - Ref 657212,4588.0,Rent,,,,,indian
PPF contribution - INR 39501 - Ref 971046,379.34,Professional Fees,,,,,indian
Mall shopping payment - INR 28582 - Ref 945468,485.17,Office Supplies,,,,,indian
Demat account transfer - INR 48028 - Ref 663681,3690.11,Professional Fees,,,,,indian
Electronics purchase - INR 30111 - Ref 893824,101.4,Office Supplies,,,,,indian
NPS contribution - INR 3583 - Ref 580994,3735.06,Professional Fees,,,,,indian
Hotel dinner bill - INR 12814 - Ref 742307,645.75,Miscellaneous,,,,,indian
Retirement fund investment - INR 37749 - Ref 867360,2804.53,Professional Fees,,,,,indian
Flipkart purchase - INR 42485 - Ref 485778,423.62,Office Supplies,,,,,indian
eBay online order - INR 35298 - Ref 738914,99.46,Office Supplies,,,,,indian
Mobile EMI payment - INR 9812 - Ref 723400,3355.24,Rent,,,,,indian
ETF purchase - INR 44903 - Ref 777818,2832.11,Professional Fees,,,,,indian
Fixed deposit investment - INR 22615 - Ref 429536,1764.17,Professional Fees,,,,,indian
Demat account transfer - INR 2571 - Ref 989609,3472.81,Professional Fees,,,,,indian
Stock market investment - INR 4952 - Ref 857950,4910.01,Professional Fees,,,,,indian
Credit Card Payment,769.72,Professional Fees,2018-04-26,credit,Silver Card,2018-04,excel
Gold bond investment - INR 4872 - Ref 413770,1883.03,Professional Fees,,,,,indian
Retail store shopping - INR 47655 - Ref 394361,253.58,Office Supplies,,,,,indian
Bike loan EMI - INR 40941 - Ref 499266,3022.38,Rent,,,,,indian
Flipkart purchase - INR 8904 - Ref 197968,149.37,Office Supplies,,,,,indian
Electronics purchase - INR 23086 - Ref 588638,338.77,Office Supplies,,,,,indian
Supermarket shopping - INR 21499 - Ref 432836,127.64,Office Supplies,,,,,indian
Flipkart purchase - INR 38950 - Ref 466699,271.26,Office Supplies,,,,,indian
eBay online order - INR 41187 - Ref 511264,75.71,Office Supplies,,,,,indian
Car loan EMI - INR 31054 - Ref 512479,4185.94,Rent,,,,,indian
Amazon online shopping - INR 44724 - Ref 219391,204.61,Office Supplies,,,,,indian
Rapido bike ride - INR 7961 - Ref 816192,1585.91,Travel,,,,,indian
Myntra fashion order - INR 49239 - Ref 970331,409.32,Office Supplies,,,,,indian
Grocery Store,8.21,Office Supplies,2019-02-13,debit,Platinum Card,2019-02,excel
ETF purchase - INR 48659 - Ref 746641,4618.08,Professional Fees,,,,,indian
Hotel dinner bill - INR 43919 - Ref 519725,658.54,Miscellaneous,,,,,indian
ETF purchase - INR 24188 - Ref 825179,1165.7,Professional Fees,,,,,indian
IRCTC train ticket - INR 26264 - Ref 114942,1985.37,Travel,,,,,indian
Home loan EMI - INR 25678 - Ref 321189,4391.47,Rent,,,,,indian
Mutual fund SIP - INR 36408 - Ref 326155,2052.5,Professional Fees,,,,,indian
Supermarket shopping - INR 21991 - Ref 181159,81.63,Office Supplies,,,,,indian
Ola cab booking - INR 44036 - Ref 726787,1565.99,Travel,,,,,indian
Consumer durable EMI - INR 33398 - Ref 606489,2536.65,Rent,,,,,indian
Dominos pizza order - INR 16516 - Ref 522987,543.74,Miscellaneous,,,,,indian
Flipkart purchase - INR 34488 - Ref 515892,229.31,Office Supplies,,,,,indian
Lifestyle store purchase - INR 41074 - Ref 732676,324.0,Office Supplies,,,,,indian
Flipkart purchase - INR 38699 - Ref 122102,227.42,Office Supplies,,,,,indian
Mutual fund SIP - INR 11624 - Ref 116291,4751.38,Professional Fees,,,,,indian
Flipkart purchase - INR 43425 - Ref 724441,414.76,Office Supplies,,,,,indian
Flight ticket booking - INR 33584 - Ref 859905,1802.39,Travel,,,,,indian
Fixed deposit investment - INR 776 - Ref 380744,2794.8,Professional Fees,,,,,indian
MakeMyTrip travel booking - INR 2644 - Ref 973445,1509.94,Travel,,,,,indian
Credit Card Payment,816.27,Professional Fees,2018-08-02,credit,Platinum Card,2018-08,excel
Gold bond investment - INR 4331 - Ref 661639,3146.37,Professional Fees,,,,,indian
Car loan EMI - INR 35094 - Ref 851987,4205.67,Rent,,,,,indian
MakeMyTrip travel booking - INR 15875 - Ref 614231,1595.23,Travel,,,,,indian
Amazon online shopping - INR 9340 - Ref 922798,211.18,Office Supplies,,,,,indian
MakeMyTrip travel booking - INR 40066 - Ref 824634,1625.7,Travel,,,,,indian
Car loan EMI - INR 49709 - Ref 686720,2904.65,Rent,,,,,indian
Laptop EMI payment - INR 8847 - Ref 107852,3026.76,Rent,,,,,indian
Electronics purchase - INR 39245 - Ref 372459,52.48,Office Supplies,,,,,indian
Swiggy order payment - INR 37676 - Ref 324074,306.14,Miscellaneous,,,,,indian
Mutual fund SIP - INR 48855 - Ref 992967,2376.66,Professional Fees,,,,,indian
Amazon,14.97,Office Supplies,2018-03-20,debit,Platinum Card,2018-03,excel
MakeMyTrip travel booking - INR 26476 - Ref 872788,937.17,Travel,,,,,indian
Mutual fund SIP - INR 38401 - Ref 269698,3915.85,Professional Fees,,,,,indian
NPS contribution - INR 46516 - Ref 838445,1480.76,Professional Fees,,,,,indian
Personal loan EMI - INR 48856 - Ref 450024,3813.75,Rent,,,,,indian
ETF purchase - INR 45160 - Ref 241310,2723.94,Professional Fees,,,,,indian
Flipkart purchase - INR 16699 - Ref 278216,232.24,Office Supplies,,,,,indian
Education loan EMI - INR 47940 - Ref 770836,4583.06,Rent,,,,,indian
Swiggy order payment - INR 39958 - Ref 271500,52.95,Miscellaneous,,,,,indian
KFC online order - INR 44931 - Ref 433494,31.72,Miscellaneous,,,,,indian
Uber ride payment - INR 31318 - Ref 602472,1634.26,Travel,,,,,indian
Bus ticket purchase - INR 40835 - Ref 844677,1863.15,Travel,,,,,indian
MakeMyTrip travel booking - INR 12300 - Ref 824348,1371.89,Travel,,,,,indian
Uber ride payment - INR 10607 - Ref 797851,130.68,Travel,,,,,indian
BBQ Restaurant,42.24,Miscellaneous,2018-03-04,debit,Platinum Card,2018-03,excel
BBQ Restaurant,41.78,Miscellaneous,2019-08-31,debit,Silver Card,2019-08,excel
Retail store shopping - INR 14897 - Ref 589351,59.96,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 24699 - Ref 931026,432.6,Miscellaneous,,,,,indian
Zomato food delivery - INR 39036 - Ref 172524,849.18,Miscellaneous,,,,,indian
Rapido bike ride - INR 48031 - Ref 343292,2339.76,Travel,,,,,indian
Share trading debit - INR 28216 - Ref 339994,381.23,Professional Fees,,,,,indian
Education loan EMI - INR 15229 - Ref 424024,4892.82,Rent,,,,,indian
Ajio clothing purchase - INR 38057 - Ref 967638,198.78,Office Supplies,,,,,indian
Hotel dinner bill - INR 25465 - Ref 479162,956.77,Miscellaneous,,,,,indian
Lifestyle store purchase - INR 20945 - Ref 892084,180.85,Office Supplies,,,,,indian
Bakery purchase - INR 11986 - Ref 990055,315.09,Miscellaneous,,,,,indian
Rapido bike ride - INR 38791 - Ref 596336,2781.47,Travel,,,,,indian
ETF purchase - INR 23792 - Ref 708360,3026.96,Professional Fees,,,,,indian
ETF purchase - INR 21132 - Ref 424111,4101.68,Professional Fees,,,,,indian
ETF purchase - INR 40271 - Ref 354712,2398.6,Professional Fees,,,,,indian
Mutual fund SIP - INR 15389 - Ref 278229,544.38,Professional Fees,,,,,indian
McDonald's meal payment - INR 23559 - Ref 106195,792.07,Miscellaneous,,,,,indian
Metro card recharge - INR 20262 - Ref 542384,2562.55,Travel,,,,,indian
Shell,30.42,Travel,2018-01-29,debit,Silver Card,2018-01,excel
Retirement fund investment - INR 44156 - Ref 112624,2903.21,Professional Fees,,,,,indian
Home loan EMI - INR 35414 - Ref 867171,1989.59,Rent,,,,,indian
Metro card recharge - INR 40325 - Ref 366066,646.93,Travel,,,,,indian
Gold bond investment - INR 19770 - Ref 874607,2123.76,Professional Fees,,,,,indian
Bike loan EMI - INR 15070 - Ref 228977,3122.03,Rent,,,,,indian
Mall shopping payment - INR 40983 - Ref 602376,211.4,Office Supplies,,,,,indian
Phone Company,111.18,Utilities,2018-05-10,debit,Checking,2018-05,excel
Mutual fund SIP - INR 10352 - Ref 457708,4414.21,Professional Fees,,,,,indian
Bakery purchase - INR 26731 - Ref 228612,487.02,Miscellaneous,,,,,indian
Amazon,27.54,Office Supplies,2019-04-06,debit,Platinum Card,2019-04,excel
Ajio clothing purchase - INR 13628 - Ref 668559,495.54,Office Supplies,,,,,indian
Tiny Deli,9.76,Miscellaneous,2018-04-06,debit,Platinum Card,2018-04,excel
Mobile EMI payment - INR 4850 - Ref 454025,2823.71,Rent,,,,,indian
Ola cab booking - INR 45422 - Ref 187170,2368.12,Travel,,,,,indian
Flipkart purchase - INR 34503 - Ref 590622,93.36,Office Supplies,,,,,indian
Credit Card Payment,305.28,Professional Fees,2019-07-08,debit,Checking,2019-07,excel
Restaurant dine-in bill - INR 35642 - Ref 915282,442.31,Miscellaneous,,,,,indian
Zomato food delivery - INR 45178 - Ref 387963,116.45,Miscellaneous,,,,,indian
Hotel dinner bill - INR 11071 - Ref 647034,717.44,Miscellaneous,,,,,indian
Laptop EMI payment - INR 43841 - Ref 621981,1248.5,Rent,,,,,indian
Bakery purchase - INR 1561 - Ref 730324,691.15,Miscellaneous,,,,,indian
Supermarket shopping - INR 44572 - Ref 462936,393.16,Office Supplies,,,,,indian
ETF purchase - INR 10171 - Ref 111780,4071.14,Professional Fees,,,,,indian
Mobile EMI payment - INR 32522 - Ref 782545,2655.81,Rent,,,,,indian
Cafe coffee purchase - INR 39541 - Ref 468291,872.31,Miscellaneous,,,,,indian
Mutual fund SIP - INR 39020 - Ref 288384,3548.59,Professional Fees,,,,,indian
Personal loan EMI - INR 29151 - Ref 793945,4843.12,Rent,,,,,indian
Cafe coffee purchase - INR 16958 - Ref 764810,627.36,Miscellaneous,,,,,indian
Education loan EMI - INR 17559 - Ref 389172,4456.2,Rent,,,,,indian
Brunch Restaurant,17.62,Miscellaneous,2018-01-29,debit,Platinum Card,2018-01,excel
Demat account transfer - INR 31420 - Ref 563183,4067.23,Professional Fees,,,,,indian
Fixed deposit investment - INR 43390 - Ref 607918,3746.12,Professional Fees,,,,,indian
Ajio clothing purchase - INR 31997 - Ref 949454,487.68,Office Supplies,,,,,indian
PPF contribution - INR 25330 - Ref 784494,3976.61,Professional Fees,,,,,indian
Cafe coffee purchase - INR 44423 - Ref 138791,301.88,Miscellaneous,,,,,indian
Retirement fund investment - INR 27743 - Ref 911069,1919.2,Professional Fees,,,,,indian
Best Buy,44.93,Software/Subscriptions,2019-04-12,debit,Silver Card,2019-04,excel
eBay online order - INR 35160 - Ref 919087,431.09,Office Supplies,,,,,indian
Bike loan EMI - INR 12791 - Ref 578375,2323.4,Rent,,,,,indian
Dominos pizza order - INR 27024 - Ref 537814,401.37,Miscellaneous,,,,,indian
Electronics purchase - INR 49201 - Ref 236798,20.32,Office Supplies,,,,,indian
Metro card recharge - INR 47830 - Ref 202363,2216.08,Travel,,,,,indian
Share trading debit - INR 24709 - Ref 518210,4856.65,Professional Fees,,,,,indian
Myntra fashion order - INR 23058 - Ref 185762,275.72,Office Supplies,,,,,indian
eBay online order - INR 8905 - Ref 250228,406.44,Office Supplies,,,,,indian
NPS contribution - INR 27901 - Ref 910245,4548.43,Professional Fees,,,,,indian
NPS contribution - INR 29475 - Ref 109796,4895.23,Professional Fees,,,,,indian
Amazon online shopping - INR 41169 - Ref 928888,46.84,Office Supplies,,,,,indian
Stock market investment - INR 26742 - Ref 759126,3026.58,Professional Fees,,,,,indian
ETF purchase - INR 29793 - Ref 121900,1514.22,Professional Fees,,,,,indian
Ajio clothing purchase - INR 30206 - Ref 155679,215.65,Office Supplies,,,,,indian
Swiggy order payment - INR 9046 - Ref 254761,387.95,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 3511 - Ref 630816,780.14,Miscellaneous,,,,,indian
Electronics purchase - INR 18046 - Ref 243558,387.41,Office Supplies,,,,,indian
Laptop EMI payment - INR 1756 - Ref 173908,3883.71,Rent,,,,,indian
McDonald's meal payment - INR 17911 - Ref 854486,149.27,Miscellaneous,,,,,indian
Grocery food items - INR 46046 - Ref 917853,430.19,Miscellaneous,,,,,indian
Education loan EMI - INR 26107 - Ref 173017,4174.79,Rent,,,,,indian
Cafe coffee purchase - INR 28227 - Ref 692368,833.38,Miscellaneous,,,,,indian
Credit card EMI - INR 8415 - Ref 393634,2108.87,Rent,,,,,indian
Hotel stay booking - INR 3145 - Ref 316314,1530.1,Travel,,,,,indian
Stock market investment - INR 19564 - Ref 982075,2018.77,Professional Fees,,,,,indian
Metro card recharge - INR 22101 - Ref 378299,1588.05,Travel,,,,,indian
Amazon online shopping - INR 39365 - Ref 401801,166.49,Office Supplies,,,,,indian
MakeMyTrip travel booking - INR 28175 - Ref 873798,2203.3,Travel,,,,,indian
Flipkart purchase - INR 40190 - Ref 542069,57.67,Office Supplies,,,,,indian
Supermarket shopping - INR 42546 - Ref 849716,425.73,Office Supplies,,,,,indian
Mall shopping payment - INR 19153 - Ref 828104,213.09,Office Supplies,,,,,indian
Share trading debit - INR 40273 - Ref 859608,2999.11,Professional Fees,,,,,indian
eBay online order - INR 25099 - Ref 293805,393.28,Office Supplies,,,,,indian
Supermarket shopping - INR 48286 - Ref 312502,140.04,Office Supplies,,,,,indian
PPF contribution - INR 11061 - Ref 432381,2425.69,Professional Fees,,,,,indian
Bike loan EMI - INR 27429 - Ref 913485,4410.88,Rent,,,,,indian
Zomato food delivery - INR 37155 - Ref 672579,433.48,Miscellaneous,,,,,indian
Bus ticket purchase - INR 16506 - Ref 772181,2378.58,Travel,,,,,indian
Dominos pizza order - INR 40819 - Ref 256959,456.65,Miscellaneous,,,,,indian
Demat account transfer - INR 40802 - Ref 907405,4974.47,Professional Fees,,,,,indian
Thai Restaurant,27.47,Miscellaneous,2019-02-08,debit,Platinum Card,2019-02,excel
Education loan EMI - INR 32253 - Ref 993303,3139.88,Rent,,,,,indian
Ajio clothing purchase - INR 39813 - Ref 952669,179.46,Office Supplies,,,,,indian
Shell,38.06,Travel,2018-10-08,debit,Silver Card,2018-10,excel
Ola cab booking - INR 9112 - Ref 325340,1689.65,Travel,,,,,indian
Bakery purchase - INR 31687 - Ref 649050,693.42,Miscellaneous,,,,,indian
Bakery purchase - INR 26457 - Ref 314730,387.34,Miscellaneous,,,,,indian
KFC online order - INR 22889 - Ref 516687,50.55,Miscellaneous,,,,,indian
Retail store shopping - INR 19286 - Ref 969138,242.46,Office Supplies,,,,,indian
ETF purchase - INR 12657 - Ref 609998,1435.17,Professional Fees,,,,,indian
Ajio clothing purchase - INR 3675 - Ref 484649,351.07,Office Supplies,,,,,indian
Airport taxi fare - INR 36604 - Ref 986069,1504.72,Travel,,,,,indian
Amazon online shopping - INR 219 - Ref 879809,427.01,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 31056 - Ref 180963,726.42,Miscellaneous,,,,,indian
Stock market investment - INR 48502 - Ref 863472,4366.84,Professional Fees,,,,,indian
Consumer durable EMI - INR 45667 - Ref 902694,2705.86,Rent,,,,,indian
Hotel stay booking - INR 30338 - Ref 617786,210.97,Travel,,,,,indian
Lifestyle store purchase - INR 8845 - Ref 395810,84.29,Office Supplies,,,,,indian
Metro card recharge - INR 31539 - Ref 391960,2813.0,Travel,,,,,indian
Personal loan EMI - INR 23691 - Ref 701627,2586.62,Rent,,,,,indian
Stock market investment - INR 6822 - Ref 183834,1619.79,Professional Fees,,,,,indian
Dominos pizza order - INR 31756 - Ref 168533,454.8,Miscellaneous,,,,,indian
Share trading debit - INR 13255 - Ref 863531,3861.08,Professional Fees,,,,,indian
Lifestyle store purchase - INR 11999 - Ref 251567,107.87,Office Supplies,,,,,indian
Electronics purchase - INR 31255 - Ref 943212,74.8,Office Supplies,,,,,indian
Airport taxi fare - INR 37974 - Ref 794814,1632.89,Travel,,,,,indian
Bus ticket purchase - INR 28410 - Ref 893803,2476.7,Travel,,,,,indian
Personal loan EMI - INR 6933 - Ref 634038,3743.2,Rent,,,,,indian
Home loan EMI - INR 24137 - Ref 182246,2405.76,Rent,,,,,indian
Mutual fund SIP - INR 12234 - Ref 536500,948.78,Professional Fees,,,,,indian
Myntra fashion order - INR 13033 - Ref 763962,423.58,Office Supplies,,,,,indian
Education loan EMI - INR 21968 - Ref 802951,1346.02,Rent,,,,,indian
Supermarket shopping - INR 10866 - Ref 940533,275.15,Office Supplies,,,,,indian
Appliance EMI - INR 49403 - Ref 184143,3421.71,Rent,,,,,indian
Consumer durable EMI - INR 2977 - Ref 300040,2913.97,Rent,,,,,indian
IRCTC train ticket - INR 36489 - Ref 117821,1712.64,Travel,,,,,indian
Gold bond investment - INR 10791 - Ref 225154,2681.63,Professional Fees,,,,,indian
Car loan EMI - INR 9610 - Ref 725205,3189.13,Rent,,,,,indian
Metro card recharge - INR 4309 - Ref 562296,2322.58,Travel,,,,,indian
Shell,41.07,Travel,2018-08-15,debit,Platinum Card,2018-08,excel
KFC online order - INR 16740 - Ref 423420,650.45,Miscellaneous,,,,,indian
Amazon,89.99,Office Supplies,2019-07-16,debit,Platinum Card,2019-07,excel
Hotel stay booking - INR 36344 - Ref 309911,397.88,Travel,,,,,indian
Dominos pizza order - INR 38606 - Ref 953125,423.48,Miscellaneous,,,,,indian
Rapido bike ride - INR 29926 - Ref 386020,949.27,Travel,,,,,indian
Flipkart purchase - INR 25592 - Ref 926764,224.85,Office Supplies,,,,,indian
Restaurant dine-in bill - INR 31348 - Ref 696246,763.21,Miscellaneous,,,,,indian
Car loan EMI - INR 604 - Ref 170003,2154.44,Rent,,,,,indian
Hotel stay booking - INR 20447 - Ref 605887,1671.69,Travel,,,,,indian
Zomato food delivery - INR 44775 - Ref 149396,135.07,Miscellaneous,,,,,indian
PPF contribution - INR 36429 - Ref 368216,1599.28,Professional Fees,,,,,indian
Flipkart purchase - INR 18474 - Ref 777920,43.24,Office Supplies,,,,,indian
Mutual fund SIP - INR 29532 - Ref 840093,4066.52,Professional Fees,,,,,indian
Laptop EMI payment - INR 8227 - Ref 992610,1657.5,Rent,,,,,indian
